2535.36,2536.07,2535.90,-0.18,-17.00
2535.58,2536.05,2535.87,-0.18,-17.00
2536.41,2536.07,2535.92,-0.17,-16.00
2536.63,2536.10,2535.99,-0.15,-14.00
2535.81,2536.08,2535.98,-0.14,-13.00
2536.04,2536.08,2535.98,-0.13,-12.00
2537.10,2536.13,2536.09,-0.10,-9.00
2537.10,2536.18,2536.19,-0.06,-6.00
2535.45,2536.14,2536.12,-0.05,-5.00
2535.91,2536.13,2536.10,-0.05,-4.00
2534.63,2536.06,2535.95,-0.06,-6.00
2535.91,2536.05,2535.95,-0.08,-7.00
2534.86,2535.99,2535.84,-0.10,-9.00
2535.22,2535.95,2535.78,-0.12,-12.00
2536.04,2535.95,2535.80,-0.13,-13.00
2537.10,2536.01,2535.93,-0.12,-11.00
2535.68,2536.00,2535.91,-0.11,-10.00
2534.86,2535.94,2535.80,-0.12,-11.00
2535.68,2535.93,2535.79,-0.12,-12.00
2534.86,2535.87,2535.70,-0.14,-13.00
2534.86,2535.82,2535.61,-0.16,-16.00
2536.96,2535.88,2535.75,-0.15,-15.00
2537.19,2535.94,2535.89,-0.12,-12.00
2534.86,2535.89,2535.79,-0.12,-11.00
2536.50,2535.92,2535.86,-0.10,-9.00
2535.91,2535.92,2535.86,-0.09,-8.00
2536.14,2535.93,2535.89,-0.07,-7.00
2535.54,2535.91,2535.86,-0.07,-6.00
2535.91,2535.91,2535.86,-0.06,-6.00
2535.08,2535.87,2535.78,-0.07,-6.00
2537.42,2535.95,2535.95,-0.05,-4.00
2537.28,2536.01,2536.08,-0.01,-1.00
2538.80,2536.15,2536.35,0.05,5.00
2538.20,2536.26,2536.54,0.12,11.00
2538.43,2536.36,2536.73,0.19,19.00
2536.91,2536.39,2536.75,0.24,24.00
2537.28,2536.44,2536.80,0.28,27.00
2538.33,2536.53,2536.95,0.32,32.00
2537.88,2536.60,2537.05,0.36,35.00
2540.45,2536.79,2537.39,0.43,42.00
2538.80,2536.89,2537.53,0.49,49.00
2538.80,2536.99,2537.65,0.54,54.00
2538.20,2537.05,2537.71,0.58,57.00
2537.74,2537.08,2537.71,0.59,59.00
2537.38,2537.10,2537.68,0.59,59.00
2537.61,2537.12,2537.67,0.58,57.00
2537.02,2537.12,2537.61,0.55,55.00
2540.41,2537.28,2537.89,0.57,56.00
2538.99,2537.37,2538.00,0.59,58.00
2538.29,2537.41,2538.03,0.59,59.00
2539.12,2537.50,2538.14,0.61,60.00
2538.66,2537.56,2538.19,0.61,61.00
2538.89,2537.62,2538.26,0.62,62.00
2540.63,2537.77,2538.50,0.65,65.00
2540.63,2537.92,2538.71,0.69,69.00
2540.73,2538.06,2538.91,0.74,74.00
2540.86,2538.20,2539.11,0.79,79.00
2541.09,2538.34,2539.31,0.84,84.00
2541.09,2538.48,2539.48,0.89,89.00
2541.32,2538.62,2539.67,0.94,93.00
2540.04,2538.69,2539.70,0.96,95.00
2539.90,2538.75,2539.72,0.96,96.00
2540.13,2538.82,2539.77,0.96,95.00
2540.73,2538.92,2539.86,0.95,95.00
2539.90,2538.97,2539.87,0.94,93.00
2541.55,2539.10,2540.03,0.94,93.00
2538.62,2539.07,2539.89,0.90,90.00
2540.04,2539.12,2539.91,0.87,86.00
2540.86,2539.21,2540.00,0.85,84.00
2540.73,2539.28,2540.07,0.83,82.00
2540.95,2539.37,2540.16,0.82,81.00
2540.95,2539.45,2540.24,0.81,81.00
2540.73,2539.51,2540.29,0.80,80.00
2540.86,2539.58,2540.35,0.79,79.00
2541.09,2539.65,2540.42,0.79,78.00
2539.44,2539.64,2540.32,0.75,75.00
2540.26,2539.67,2540.32,0.72,72.00
2540.86,2539.73,2540.37,0.70,69.00
2541.09,2539.80,2540.44,0.68,68.00
2539.21,2539.77,2540.32,0.64,64.00
2539.90,2539.78,2540.28,0.60,59.00
2539.90,2539.78,2540.24,0.56,55.00
2540.95,2539.84,2540.31,0.53,53.00
2540.13,2539.86,2540.29,0.50,50.00
2540.50,2539.89,2540.32,0.48,47.00
2540.13,2539.90,2540.30,0.45,45.00
2539.54,2539.88,2540.22,0.42,41.00
2540.37,2539.91,2540.24,0.39,39.00
2540.13,2539.92,2540.23,0.37,36.00
2540.95,2539.97,2540.30,0.36,35.00
2541.55,2540.05,2540.42,0.36,36.00
2541.78,2540.14,2540.56,0.38,37.00
2542.60,2540.26,2540.76,0.42,41.00
2542.60,2540.38,2540.95,0.46,46.00
2542.60,2540.49,2541.11,0.51,51.00
2541.78,2540.55,2541.18,0.55,54.00
2540.13,2540.53,2541.07,0.55,54.00
2540.37,2540.52,2541.00,0.53,52.00
2541.19,2540.56,2541.02,0.51,50.00
2540.37,2540.55,2540.96,0.48,47.00
2541.42,2540.59,2541.00,0.46,45.00
2541.42,2540.63,2541.04,0.44,44.00
2541.19,2540.66,2541.06,0.43,43.00
2540.60,2540.66,2541.01,0.41,40.00
2541.87,2540.72,2541.10,0.40,40.00
2543.29,2540.85,2541.32,0.42,42.00
2541.87,2540.90,2541.37,0.44,43.00
2542.47,2540.98,2541.48,0.46,45.00
2542.47,2541.05,2541.58,0.48,48.00
2539.77,2540.99,2541.40,0.46,46.00
2540.13,2540.94,2541.27,0.42,42.00
2541.55,2540.97,2541.30,0.39,39.00
2541.32,2540.99,2541.30,0.37,36.00
2541.78,2541.03,2541.35,0.35,35.00
2542.60,2541.11,2541.48,0.36,35.00
2542.84,2541.20,2541.61,0.38,37.00
2543.42,2541.31,2541.79,0.41,40.00
2542.84,2541.38,2541.90,0.44,43.00
2542.84,2541.46,2541.99,0.47,46.00
2542.60,2541.51,2542.05,0.49,48.00
2541.78,2541.53,2542.02,0.49,49.00
2542.02,2541.55,2542.02,0.49,48.00
2541.78,2541.56,2542.00,0.47,47.00
2543.20,2541.64,2542.12,0.47,47.00
2543.42,2541.73,2542.25,0.49,48.00
2543.20,2541.81,2542.34,0.50,50.00
2541.78,2541.81,2542.29,0.50,49.00
2543.06,2541.87,2542.36,0.50,49.00
2543.66,2541.96,2542.49,0.51,50.00
2543.20,2542.02,2542.56,0.52,51.00
2542.37,2542.04,2542.55,0.52,51.00
2542.37,2542.05,2542.53,0.50,50.00
2541.78,2542.04,2542.45,0.48,47.00
2542.02,2542.04,2542.41,0.44,44.00
2542.60,2542.07,2542.43,0.42,41.00
2542.37,2542.08,2542.42,0.40,39.00
2543.89,2542.17,2542.57,0.40,39.00
2542.60,2542.19,2542.57,0.39,39.00
2543.06,2542.24,2542.62,0.39,38.00
2544.34,2542.34,2542.79,0.41,40.00
2543.06,2542.38,2542.82,0.42,41.00
2543.42,2542.43,2542.88,0.43,42.00
2542.97,2542.46,2542.89,0.43,42.00
2542.97,2542.48,2542.90,0.42,42.00
2542.37,2542.48,2542.85,0.41,40.00
2543.42,2542.53,2542.90,0.40,39.00
2541.32,2542.47,2542.75,0.36,36.00
2543.20,2542.50,2542.79,0.34,34.00
2543.20,2542.54,2542.83,0.33,32.00
2542.97,2542.56,2542.85,0.32,31.00
2543.33,2542.60,2542.89,0.31,30.00
2544.25,2542.68,2543.03,0.32,32.00
2544.02,2542.75,2543.13,0.34,33.00
2542.97,2542.76,2543.11,0.34,34.00
2542.15,2542.73,2543.02,0.33,32.00
2542.97,2542.74,2543.01,0.31,31.00
2545.67,2542.89,2543.28,0.34,33.00
2544.62,2542.97,2543.41,0.37,36.00
2544.02,2543.03,2543.47,0.39,39.00
2544.49,2543.10,2543.57,0.42,41.00
2543.20,2543.10,2543.54,0.42,42.00
2544.38,2543.17,2543.62,0.43,43.00
2543.56,2543.19,2543.61,0.43,43.00
2542.60,2543.16,2543.51,0.41,40.00
2542.15,2543.11,2543.38,0.37,36.00
2543.42,2543.12,2543.38,0.33,33.00
2543.42,2543.14,2543.39,0.31,30.00
2545.67,2543.26,2543.61,0.32,32.00
2544.62,2543.33,2543.71,0.34,33.00
2544.38,2543.39,2543.78,0.36,35.00
2543.56,2543.39,2543.76,0.36,35.00
2542.74,2543.36,2543.66,0.34,34.00
2541.46,2543.27,2543.44,0.29,28.00
2541.46,2543.18,2543.24,0.22,22.00
2542.51,2543.14,2543.17,0.16,16.00
2543.33,2543.15,2543.18,0.12,12.00
2545.67,2543.28,2543.43,0.13,13.00
2544.85,2543.36,2543.57,0.16,15.00
2542.97,2543.34,2543.51,0.16,16.00
2542.51,2543.29,2543.41,0.15,14.00
2540.86,2543.17,2543.16,0.10,9.00
2541.46,2543.09,2542.99,0.04,3.00
2542.51,2543.06,2542.94,-0.01,0.00
2543.42,2543.08,2542.99,-0.03,-3.00
2544.34,2543.14,2543.12,-0.03,-2.00
2544.12,2543.19,2543.22,-0.01,0.00
2544.34,2543.25,2543.33,0.02,1.00
2543.42,2543.26,2543.34,0.04,4.00
2543.42,2543.26,2543.35,0.05,5.00
2543.66,2543.28,2543.38,0.07,6.00
2541.91,2543.22,2543.24,0.05,5.00
2542.74,2543.19,2543.19,0.04,3.00
2541.91,2543.13,2543.06,0.00,0.00
2542.37,2543.09,2542.99,-0.03,-2.00
2544.25,2543.15,2543.12,-0.03,-2.00
2543.29,2543.15,2543.13,-0.03,-2.00
2542.15,2543.10,2543.03,-0.04,-3.00
2542.60,2543.08,2542.99,-0.05,-5.00
2542.60,2543.06,2542.95,-0.07,-6.00
2539.08,2542.86,2542.57,-0.14,-13.00
2539.68,2542.70,2542.28,-0.22,-22.00
2540.04,2542.56,2542.05,-0.31,-30.00
2540.86,2542.48,2541.93,-0.38,-37.00
2540.63,2542.39,2541.80,-0.44,-44.00
2540.17,2542.28,2541.64,-0.50,-49.00
2539.72,2542.15,2541.45,-0.56,-55.00
2540.99,2542.09,2541.40,-0.60,-59.00
2540.99,2542.04,2541.36,-0.62,-62.00
2540.17,2541.94,2541.24,-0.64,-64.00
2539.95,2541.84,2541.11,-0.67,-67.00
2538.89,2541.70,2540.89,-0.71,-71.00
2539.12,2541.57,2540.71,-0.75,-75.00
2539.72,2541.47,2540.61,-0.79,-78.00
2539.12,2541.36,2540.46,-0.82,-81.00
2537.70,2541.17,2540.19,-0.87,-86.00
2537.70,2541.00,2539.94,-0.93,-92.00
2538.99,2540.90,2539.84,-0.96,-96.00
2540.04,2540.86,2539.86,-0.97,-97.00
2539.44,2540.79,2539.82,-0.97,-97.00
2538.99,2540.70,2539.74,-0.97,-96.00
2538.52,2540.59,2539.62,-0.97,-96.00
2538.16,2540.47,2539.47,-0.98,-97.00
2540.04,2540.44,2539.53,-0.96,-95.00
2538.39,2540.34,2539.41,-0.95,-94.00
2538.76,2540.26,2539.35,-0.94,-93.00
2539.58,2540.23,2539.37,-0.91,-91.00
2538.76,2540.15,2539.31,-0.89,-89.00
2537.25,2540.01,2539.10,-0.90,-89.00
2538.16,2539.92,2539.01,-0.90,-89.00
2538.52,2539.85,2538.96,-0.90,-89.00
2537.84,2539.75,2538.85,-0.90,-89.00
2537.94,2539.66,2538.76,-0.90,-89.00
2536.29,2539.49,2538.51,-0.92,-92.00
2537.47,2539.39,2538.41,-0.94,-93.00
2536.52,2539.24,2538.22,-0.96,-96.00
2538.16,2539.19,2538.21,-0.97,-96.00
2537.57,2539.11,2538.15,-0.97,-96.00
2536.88,2539.00,2538.02,-0.97,-96.00
2537.34,2538.91,2537.95,-0.97,-96.00
2536.52,2538.79,2537.81,-0.97,-97.00
2536.52,2538.68,2537.68,-0.98,-98.00
2535.00,2538.50,2537.41,-1.01,-101.00
2537.11,2538.43,2537.38,-1.02,-102.00
2535.69,2538.29,2537.21,-1.04,-103.00
2537.34,2538.24,2537.23,-1.03,-103.00
2538.39,2538.25,2537.34,-1.00,-99.00
2538.03,2538.24,2537.41,-0.95,-94.00
2536.74,2538.16,2537.34,-0.91,-90.00
2536.74,2538.09,2537.28,-0.88,-87.00
2536.14,2538.00,2537.17,-0.86,-86.00
2536.38,2537.92,2537.09,-0.85,-85.00
2536.74,2537.86,2537.06,-0.84,-83.00
2535.56,2537.74,2536.91,-0.84,-83.00
2535.79,2537.64,2536.79,-0.84,-83.00
2536.14,2537.57,2536.73,-0.84,-83.00
2535.92,2537.49,2536.65,-0.84,-83.00
2535.79,2537.40,2536.56,-0.84,-83.00
2536.61,2537.36,2536.57,-0.83,-82.00
2537.44,2537.37,2536.65,-0.79,-79.00
2536.38,2537.32,2536.63,-0.76,-76.00
2536.14,2537.26,2536.58,-0.74,-73.00
2538.39,2537.31,2536.76,-0.68,-68.00
2537.79,2537.34,2536.86,-0.62,-61.00
2536.97,2537.32,2536.87,-0.57,-56.00
2536.74,2537.29,2536.86,-0.53,-52.00
2536.74,2537.26,2536.85,-0.49,-49.00
2537.79,2537.29,2536.94,-0.45,-44.00
2536.52,2537.25,2536.90,-0.42,-41.00
2536.52,2537.21,2536.86,-0.40,-39.00
2536.14,2537.16,2536.79,-0.39,-39.00
2536.38,2537.12,2536.75,-0.39,-38.00
2537.66,2537.15,2536.84,-0.36,-36.00
2538.12,2537.20,2536.97,-0.32,-32.00
2537.07,2537.19,2536.98,-0.29,-28.00
2537.21,2537.19,2537.00,-0.26,-25.00
2534.96,2537.08,2536.80,-0.27,-26.00
2534.27,2536.94,2536.55,-0.31,-30.00
2533.68,2536.78,2536.26,-0.37,-36.00
2534.74,2536.68,2536.11,-0.43,-42.00
2533.91,2536.54,2535.89,-0.50,-49.00
2535.56,2536.49,2535.85,-0.54,-53.00
2535.56,2536.44,2535.83,-0.56,-56.00
2535.19,2536.38,2535.76,-0.58,-57.00
2535.66,2536.34,2535.75,-0.58,-58.00
2534.60,2536.26,2535.64,-0.59,-59.00
2534.14,2536.15,2535.49,-0.61,-61.00
2534.96,2536.09,2535.43,-0.63,-62.00
2535.56,2536.06,2535.45,-0.62,-62.00
2534.96,2536.01,2535.40,-0.62,-62.00
2535.19,2535.97,2535.38,-0.61,-61.00
2534.37,2535.89,2535.28,-0.61,-61.00
2534.74,2535.83,2535.22,-0.61,-61.00
2534.96,2535.79,2535.20,-0.60,-60.00
2536.01,2535.80,2535.28,-0.58,-57.00
2536.61,2535.84,2535.41,-0.53,-53.00
2535.66,2535.83,2535.44,-0.49,-49.00
2535.28,2535.80,2535.42,-0.46,-45.00
2536.71,2535.85,2535.55,-0.41,-41.00
2536.71,2535.89,2535.67,-0.36,-35.00
2536.71,2535.93,2535.77,-0.30,-29.00
2535.66,2535.92,2535.76,-0.26,-25.00
2535.06,2535.87,2535.69,-0.24,-23.00
2534.46,2535.80,2535.57,-0.24,-23.00
2534.83,2535.76,2535.49,-0.24,-24.00
2534.70,2535.70,2535.41,-0.26,-25.00
2535.52,2535.69,2535.42,-0.26,-26.00
2535.06,2535.66,2535.39,-0.27,-26.00
2535.06,2535.63,2535.35,-0.27,-26.00
2535.88,2535.64,2535.41,-0.26,-25.00
2534.46,2535.58,2535.31,-0.26,-26.00
2535.52,2535.58,2535.33,-0.26,-25.00
2536.11,2535.61,2535.41,-0.24,-24.00
2536.11,2535.63,2535.48,-0.21,-21.00
2536.48,2535.68,2535.58,-0.18,-17.00
2536.48,2535.72,2535.67,-0.14,-13.00
2536.93,2535.78,2535.80,-0.09,-9.00
2536.11,2535.79,2535.83,-0.05,-5.00
2537.17,2535.86,2535.96,-0.01,0.00
2537.40,2535.94,2536.10,0.04,4.00
2535.06,2535.89,2536.00,0.06,6.00
2531.99,2535.70,2535.60,0.01,1.00
2534.33,2535.63,2535.47,-0.04,-3.00
2531.99,2535.45,2535.12,-0.12,-12.00
2534.23,2535.39,2535.03,-0.19,-19.00
2535.66,2535.40,2535.10,-0.23,-22.00
2536.71,2535.47,2535.26,-0.22,-22.00
2536.34,2535.51,2535.37,-0.20,-19.00
2535.75,2535.52,2535.40,-0.17,-17.00
2534.93,2535.49,2535.36,-0.16,-16.00
2536.20,2535.53,2535.44,-0.14,-13.00
2536.44,2535.57,2535.54,-0.11,-10.00
2537.13,2535.65,2535.70,-0.06,-6.00
2536.20,2535.68,2535.75,-0.02,-2.00
2536.44,2535.72,2535.82,0.02,1.00
2538.05,2535.83,2536.04,0.07,7.00
2536.76,2535.88,2536.11,0.12,12.00
2538.27,2536.00,2536.33,0.18,18.00
2538.27,2536.11,2536.52,0.25,25.00
2536.07,2536.11,2536.48,0.29,28.00
2537.35,2536.17,2536.57,0.32,31.00
2536.89,2536.21,2536.60,0.34,33.00
2533.97,2536.10,2536.34,0.31,30.00
2534.79,2536.03,2536.18,0.26,26.00
2535.48,2536.00,2536.11,0.21,21.00
2535.71,2535.99,2536.07,0.17,17.00
2537.35,2536.06,2536.20,0.16,16.00
2537.35,2536.12,2536.31,0.17,17.00
2537.22,2536.18,2536.41,0.19,18.00
2537.22,2536.23,2536.49,0.21,20.00
2536.31,2536.23,2536.47,0.22,21.00
2535.94,2536.22,2536.42,0.21,21.00
2535.58,2536.19,2536.33,0.19,19.00
2537.35,2536.25,2536.43,0.19,19.00
2538.41,2536.35,2536.63,0.22,21.00
2536.31,2536.35,2536.60,0.23,22.00
2536.98,2536.38,2536.64,0.24,23.00
2537.81,2536.45,2536.75,0.25,25.00
2536.98,2536.48,2536.78,0.27,26.00
2537.81,2536.55,2536.88,0.29,28.00
2539.46,2536.69,2537.14,0.34,33.00
2537.81,2536.75,2537.21,0.37,37.00
2539.10,2536.87,2537.40,0.42,41.00
2539.10,2536.98,2537.57,0.47,46.00
2539.10,2537.08,2537.72,0.52,51.00
2538.73,2537.17,2537.82,0.56,55.00
2536.03,2537.11,2537.64,0.55,55.00
2536.76,2537.09,2537.55,0.52,52.00
2537.22,2537.10,2537.52,0.49,49.00
2537.45,2537.12,2537.51,0.46,46.00
2538.27,2537.17,2537.59,0.45,44.00
2538.27,2537.23,2537.66,0.44,44.00
2538.27,2537.28,2537.72,0.44,44.00
2537.68,2537.30,2537.72,0.43,43.00
2537.68,2537.32,2537.71,0.42,42.00
2537.68,2537.34,2537.71,0.41,40.00
2536.85,2537.31,2537.62,0.38,37.00
2537.22,2537.31,2537.58,0.35,34.00
2537.45,2537.32,2537.57,0.32,31.00
2536.40,2537.27,2537.45,0.28,27.00
2538.50,2537.33,2537.56,0.26,26.00
2537.68,2537.35,2537.57,0.25,24.00
2536.95,2537.33,2537.51,0.23,22.00
2537.08,2537.32,2537.46,0.20,20.00
2537.77,2537.34,2537.50,0.19,19.00
2538.37,2537.39,2537.58,0.19,19.00
2539.42,2537.49,2537.77,0.22,21.00
2539.19,2537.58,2537.91,0.25,25.00
2539.42,2537.67,2538.06,0.29,29.00
2540.01,2537.79,2538.25,0.35,34.00
2540.01,2537.90,2538.43,0.40,40.00
2538.50,2537.93,2538.44,0.43,43.00
2536.85,2537.87,2538.28,0.43,42.00
2537.45,2537.85,2538.20,0.40,40.00
2537.45,2537.83,2538.12,0.37,36.00
2538.50,2537.87,2538.16,0.35,34.00
2538.50,2537.90,2538.19,0.33,33.00
2538.96,2537.95,2538.27,0.33,32.00
2540.24,2538.07,2538.47,0.35,34.00
2540.61,2538.19,2538.68,0.39,39.00
2539.55,2538.26,2538.77,0.43,42.00
2539.32,2538.31,2538.82,0.45,45.00
2539.19,2538.36,2538.86,0.47,46.00
2538.59,2538.37,2538.83,0.47,46.00
2537.91,2538.35,2538.74,0.45,44.00
2538.59,2538.36,2538.73,0.42,42.00
2537.77,2538.33,2538.63,0.39,38.00
2537.55,2538.29,2538.52,0.34,33.00
2538.14,2538.28,2538.48,0.30,29.00
2537.55,2538.25,2538.39,0.25,25.00
2539.42,2538.30,2538.49,0.23,23.00
2538.96,2538.34,2538.54,0.22,22.00
2538.83,2538.36,2538.57,0.22,21.00
2538.37,2538.36,2538.55,0.21,20.00
2539.42,2538.42,2538.64,0.21,21.00
2539.19,2538.45,2538.69,0.22,22.00
2538.37,2538.45,2538.66,0.22,21.00
2537.77,2538.42,2538.57,0.20,19.00
2538.01,2538.40,2538.51,0.17,17.00
2539.19,2538.44,2538.58,0.17,16.00
2539.66,2538.50,2538.69,0.17,17.00
2539.28,2538.54,2538.75,0.19,18.00
2538.24,2538.52,2538.70,0.18,18.00
2540.48,2538.62,2538.88,0.21,20.00
2540.24,2538.70,2539.01,0.24,23.00
2538.37,2538.68,2538.95,0.25,24.00
2538.01,2538.65,2538.85,0.23,23.00
2538.59,2538.65,2538.83,0.22,21.00
2540.01,2538.71,2538.95,0.22,22.00
2539.19,2538.74,2538.97,0.22,22.00
2539.79,2538.79,2539.05,0.24,23.00
2540.71,2538.89,2539.22,0.26,26.00
2539.42,2538.91,2539.24,0.28,28.00
2539.28,2538.93,2539.24,0.29,29.00
2539.88,2538.98,2539.31,0.30,30.00
2539.66,2539.01,2539.34,0.31,30.00
2538.37,2538.98,2539.24,0.29,29.00
2539.19,2538.99,2539.24,0.28,28.00
2540.48,2539.07,2539.36,0.29,28.00
2539.66,2539.10,2539.39,0.29,28.00
2540.24,2539.15,2539.48,0.30,29.00
2540.24,2539.21,2539.55,0.31,31.00
2541.75,2539.33,2539.77,0.35,35.00
2540.71,2539.40,2539.87,0.38,38.00
2541.30,2539.50,2540.01,0.42,42.00
2542.12,2539.63,2540.22,0.47,47.00
